213,
186,57,
143,180,
32,59,
85,130,
57,72,
72,41,
98,45,
10,152,
20,163,
170,16,
6,194,
165,180,
47,142,
143,34,
23,51,
22,67,
17,123,
116,199,
15,89,
159,60,
29,49,
104,80,
67,41,
82,186,
36,77,
17,148,
5,38,
14,108,
73,134,
186,141,
101,45,
179,71,
107,31,
119,129,
162,105,
83,136,
7,11,
31,57,
154,71,
41,36,
109,180,
59,103,
81,10,
81,55,
50,93,
124,94,
148,78,
35,34,
175,34,
25,54,
66,95,
29,30,
14,95,
115,90,
111,202,
120,75,
14,50,
145,206,
109,36,
84,159,
67,53,
162,201,
107,83,
190,183,
165,155,
12,187,
61,194,
142,97,
117,185,
131,156,
21,17,
8,179,
15,8,
86,166,
91,129,
6,142,
32,3,
60,79,
185,180,
31,12,
168,73,
100,63,
11,33,
145,72,
147,199,
10,168,
166,174,
4,71,
12,135,
77,150,
120,119,
67,201,
66,61,
45,175,
185,48,
29,111,
36,70,
77,149,
11,140,
97,91,
27,163,
50,170,
40,3,
11,44,
104,72,
59,71,
26,176,
105,200,
136,71,
29,141,
38,76,
156,38,
105,143,
77,117,
98,91,
71,20,
173,162,
146,38,
83,29,
159,94,
75,135,
46,197,
8,185,
14,111,
11,170,
81,139,
119,133,
131,71,
80,51,
81,89,
77,154,
16,11,
159,133,
64,180,
147,80,
159,57,
108,29,
117,3,
27,41,
8,112,
10,53,
139,180,
60,9,
124,58,
48,21,
73,80,
55,156,
97,142,
50,154,
8,127,
129,39,
76,108,
128,68,
77,199,
126,194,
145,96,
99,30,
146,126,
25,147,
27,22,
11,55,
102,5,
14,184,
47,175,
57,15,
14,166,
37,12,
107,11,
138,96,
25,122,
68,122,
133,88,
95,23,
71,37,
97,22,
59,154,
127,136,
148,152,
102,44,
48,131,
173,47,
98,125,
143,15,
2,21,
86,74,
108,30,
47,102,
156,123,
63,39,
9,36,
55,104,
52,10,
98,104,
53,41,
33,96,
99,110,
98,97,
18,36,
7,0,
166,201,
40,128,
65,2,
101,135,
74,60,
105,131,
78,90,
121,83,
180,19,
199,41,
94,189,
64,76,
14,203,
89,38,
36,148,
107,9,
113,16,
23,151,
72,198,
141,54,
57,192,
159,28,
106,59,
41,117,
28,6,
81,95,
108,126,
55,48,
127,160,
6,90,
66,70,
74,107,
0,67,
99,84,
140,76,
107,193,
136,118,
140,193,
7,150,
110,156,
168,130,
70,136,
81,142,
14,197,
159,123,
82,132,
113,5,
75,72,
143,4,
8,20,
179,197,
143,111,
180,162,
11,108,
186,76,
77,159,
124,35,
9,109,
193,11,
71,68,
86,168,
92,25,
27,93,
103,54,
135,87,
149,77,
75,52,
156,8,
108,59,
15,86,
17,106,
33,107,
131,106,
24,2,
32,31,
22,78,
120,148,
16,7,
18,189,
107,82,
157,90,
136,1,
89,129,
186,71,
84,148,
23,139,
17,26,
78,44,
18,58,
23,89,
170,117,
86,197,
18,170,
11,139,
52,15,
10,122,
13,88,
16,140,
100,127,
8,29,
107,98,
116,26,
165,98,
116,155,
29,133,
25,208,
10,30,
52,17,
74,191,
145,3,
78,65,
80,113,
95,186,
133,68,
50,57,
129,82,
107,55,
140,127,
84,152,
165,28,
49,89,
127,74,
169,138,
33,141,
72,202,
36,182,
76,83,
25,163,
160,36,
54,102,
45,198,
155,184,
100,37,
9,8,
22,69,
133,69,
192,158,
69,143,
3,2,
72,88,
3,114,
128,114,
159,163,
37,129,
128,2,
156,119,
22,105,
50,141,
145,136,
28,179,
33,169,
32,21,
136,53,
69,128,
93,58,
156,169,
180,44,
41,17,
72,148,
148,8,
143,136,
11,41,
40,135,
117,131,
160,53,
97,73,
5,28,
32,128,
36,58,
113,23,
77,17,
41,23,
20,93,
133,18,
112,58,
43,194,
40,124,
76,170,
147,208,
109,4,
146,55,
67,64,
45,90,
21,109,
136,119,
139,160,
141,136,
94,53,
148,26,
57,70,
68,166,
129,190,
49,194,
90,144,
2,120,
60,96,
175,142,
140,139,
78,55,
105,17,
9,75,
43,57,
81,28,
107,89,
21,106,
16,166,
31,21,
53,100,
160,131,
4,3,
91,163,
57,161,
131,44,
128,63,
158,190,
173,152,
179,137,
23,41,
4,160,
48,103,
98,11,
156,90,
166,134,
108,78,
192,46,
68,117,
100,77,
8,10,
104,118,
165,22,
66,119,
136,67,
76,51,
82,11,
77,5,
3,68,
64,22,
120,147,
116,4,
160,10,
47,199,
78,54,
105,24,
83,151,
49,82,
71,25,
120,100,
68,152,
89,193,
117,110,
31,135,
136,49,
61,153,
112,16,
107,147,
74,111,
56,66,
145,101,
169,113,
179,83,
84,22,
104,35,
91,22,
40,66,
48,99,
130,140,
72,0,
116,95,
124,195,
133,114,
18,150,
74,129,
22,102,
19,180,
169,176,
55,131,
159,35,
85,74,
101,2,
134,93,
157,47,
22,157,
74,45,
104,12,
173,140,
156,153,
15,79,
119,52,
80,147,
175,143,
52,185,
93,21,
145,197,
127,157,
119,175,
82,26,
137,57,
38,118,
70,162,
118,156,
107,95,
17,74,
20,171,
83,71,
133,77,
74,25,
82,156,
113,142,
59,102,
131,59,
72,130,
17,182,
168,61,
141,55,
37,89,
114,26,
15,159,
100,169,
97,82,
169,3,
33,21,
76,99,
108,45,
129,7,
141,39,
159,112,
197,144,
4,57,
82,0,
147,10,
86,50,
82,172,
185,86,
109,163,
203,207,
102,86,
120,133,
132,45,
162,117,
145,33,
111,98,
19,150,
202,131,
180,143,
99,6,
9,110,
105,172,
191,48,
145,49,
22,53,
120,4,
131,9,
204,16,
111,110,
69,4,
145,98,
111,9,
16,153,
77,50,
18,71,
62,195,
105,167,
33,149,
15,88,
159,151,
20,66,
119,128,
160,149,
69,93,
12,124,
145,173,
36,27,
143,118,
15,105,
27,138,
194,43,
73,152,
148,146,
12,183,
154,190,
82,77,
108,44,
89,37,
168,49,
86,100,
148,135,
14,96,
54,73,
122,140,
149,53,
161,139,
77,176,
76,193,
84,157,
197,126,
4,85,
45,66,
14,179,
67,22,
76,64,
55,52,
102,70,
31,185,
17,122,
109,147,
105,130,
124,57,
132,17,
78,126,
69,163,
107,12,
50,1,
110,2,
29,53,
108,135,
67,32,
73,48,
75,9,
60,51,
62,115,
122,81,
28,61,
115,74,
48,118,
4,122,
15,71,
95,89,
12,182,
45,189,
161,60,
82,62,
138,11,
141,86,
85,185,
95,140,
25,86,
4,73,
63,118,
138,24,
152,197,
135,139,
80,69,
21,88,
82,31,
114,149,
84,81,
191,118,
179,67,
198,89,
77,48,
10,50,
118,136,
157,27,
155,199,
88,28,
83,104,
12,71,
52,103,
64,26,
21,148,
110,22,
0,33,
10,89,
15,179,
50,11,
15,32,
4,89,
111,142,
65,176,
39,163,
111,4,
39,0,
199,57,
175,71,
25,17,
77,123,
56,55,
16,94,
155,6,
129,182,
96,61,
12,45,
23,22,
27,86,
36,74,
22,201,
76,84,
89,72,
25,174,
105,160,
45,59,
36,10,
15,186,
103,86,
9,146,
180,131,
176,190,
61,151,
41,129,
2,184,
77,71,
114,54,
2,138,
84,110,
107,130,
36,159,
5,78,
100,142,
185,152,
143,113,
53,118,
61,115,
53,206,
113,55,
33,129,
71,159,
71,137,
47,34,
156,80,
45,136,
60,168,
139,71,
140,2,
29,0,
199,30,
41,120,
72,26,
156,43,
109,171,
85,172,
89,64,
76,151,
105,95,
73,66,
45,195,
165,80,
2,52,
23,163,
2,126,
6,154,
59,2,
140,103,
55,59,
156,72,
12,44,
50,96,
14,175,
118,60,
74,165,
132,140,
9,88,
146,66,
68,9,
29,19,
169,159,
90,59,
90,108,
23,38,
10,61,
64,58,
54,58,
10,140,
141,20,
102,63,
136,194,
38,53,
89,110,
44,139,
133,8,
113,152,
199,123,
159,199,
28,123,
81,168,
24,5,
48,16,
64,191,
160,103,
45,34,
18,54,
180,80,
25,139,
116,41,
22,51,
66,151,
133,7,
4,84,
10,158,
75,110,
120,27,
25,95,
13,21,
137,128,
47,168,
97,126,
107,155,
72,18,
26,43,
133,53,
83,91,
37,80,
83,1,
155,10,
124,74,
117,82,
80,22,
192,25,
142,132,
182,209,
29,18,
148,10,
63,74,
43,115,
156,6,
122,34,
85,21,
187,155,
36,68,
201,21,
53,54,
193,64,
84,23,
6,143,
111,77,
117,79,
25,179,
108,65,
137,185,
33,32,
108,182,
66,208,
21,168,
107,116,
130,126,
126,171,
77,15,
119,113,
57,185,
20,43,
70,10,
156,141,
89,163,
122,62,
33,140,
70,80,
118,180,
48,88,
29,15,
102,32,
161,0,
154,156,
113,190,
119,10,
134,189,
22,87,
102,7,
18,129,
6,59,
9,37,
6,108,
21,2,
132,53,
206,171,
118,48,
63,190,
2,98,
38,0,
111,37,
136,181,
129,183,
80,60,
173,2,
119,27,
102,8,
60,122,
126,94,
108,99,
17,10,
98,176,
131,10,
113,79,
24,17,
45,126,
142,41,
204,34,
109,95,
49,76,
118,103,
155,202,
60,173,
137,71,
141,103,
28,29,
149,96,
132,7,
119,67,
108,130,
55,45,
145,15,
27,132,
138,49,
7,82,
24,82,
32,88,
159,200,
114,105,
25,97,
67,128,
145,151,
100,29,
1,31,
100,180,
100,64,
50,39,
132,168,
25,20,
14,135,
17,78,
128,51,
40,7,
108,199,
99,57,
33,80,
52,38,
50,140,
67,143,
99,95,
91,96,
98,202,
22,202,
60,48,
8,132,
68,55,
109,32,
199,130,
105,52,
185,8,
128,173,
71,185,
22,26,
2,102,
16,20,
80,9,
143,24,
20,151,
91,198,
66,64,
12,131,
25,160,
37,67,
36,125,
33,160,
179,181,
27,155,
109,17,
10,200,
11,82,
22,154,
139,82,
118,54,
107,13,
36,151,
2,179,
145,6,
53,126,
185,53,
0,126,
85,24,
128,109,
143,10,
184,104,
77,0,
98,57,
83,55,
117,98,
20,90,
17,93,
145,196,
25,126,
29,149,
33,8,
8,146,
22,199,
72,47,
191,180,
86,76,
43,155,
62,168,
67,180,
125,74,
96,186,
65,19,
36,14,
83,168,
120,67,
75,154,
66,91,
23,116,
5,108,
95,122,
21,140,
100,69,
136,168,
170,44,
27,62,
127,30,
160,2,
137,51,
63,105,
27,141,
75,36,
36,120,
114,13,
20,67,
6,71,
6,36,
179,150,
89,69,
16,145,
107,6,
18,157,
8,63,
45,83,
160,113,
169,168,
77,4,
8,170,
71,147,
43,152,
25,209,
62,5,
45,186,
89,41,
98,149,
88,49,
36,85,
108,17,
25,134,
61,111,
109,151,
77,27,
33,134,
85,167,
78,100,
55,167,
104,123,
136,84,
149,34,
39,67,
37,141,
185,17,
66,109,
41,157,
169,28,
33,75,
93,106,
110,96,
57,52,
56,74,
125,165,
117,12,
80,71,
17,20,
32,36,
107,99,
72,7,
120,20,
121,135,
153,126,
157,82,
77,110,
108,55,
175,18,
75,153,
83,52,
68,170,
140,182,
60,64,
199,17,
98,49,
134,108,
57,71,
120,108,
89,76,
132,117,
170,79,
112,194,
25,165,
1,16,
135,114,
102,18,
156,108,
148,84,
3,14,
148,6,
45,38,
86,11,
169,74,
36,78,
90,152,
142,146,
182,66,
94,34,
107,84,
51,155,
129,170,
89,143,
36,65,
114,117,
83,149,
29,136,
35,140,
101,74,
114,48,
16,48,
67,66,
124,194,
27,95,
47,173,
122,106,
169,55,
30,57,
16,96,
6,93,
147,98,
29,50,
134,90,
145,126,
127,143,
66,90,
133,74,
137,53,
105,170,
162,72,
17,47,
165,108,
116,0,
95,4,
10,106,
80,47,
185,139,
153,17,
180,105,
170,0,
100,95,
170,115,
109,16,
62,0,
67,130,
71,101,
168,137,
109,152,
116,23,
129,33,
78,30,
117,130,
26,195,
32,61,
25,87,
170,78,
71,189,
10,184,
143,176,
82,209,
169,34,
83,199,
64,13,
4,199,
31,139,
96,65,
52,193,
63,65,
4,41,
36,193,
99,67,
45,201,
159,0,
124,55,
122,20,
126,43,
113,18,
116,133,
99,54,
170,99,
199,184,
123,102,
17,185,
75,61,
107,97,
18,154,
60,162,
135,77,
45,141,
57,176,
100,106,
110,80,
95,69,
77,21,
186,136,
50,25,
113,4,
118,194,
28,33,
114,189,
114,93,
57,194,
116,62,
186,30,
76,44,
89,65,
56,25,
32,169,
141,164,
6,16,
63,142,
10,185,
37,186,
67,5,
22,65,
169,59,
97,12,
33,35,
100,103,
89,82,
37,83,
0,11,
96,17,
118,28,
109,44,
67,50,
143,96,
170,182,
92,33,
159,58,
12,15,
136,7,
36,131,
59,19,
38,58,
6,91,
51,55,
69,41,
160,81,
27,147,
12,144,
85,89,
108,123,
23,75,
1,72,
59,55,
19,93,
29,5,
149,66,
135,141,
62,20,
114,71,
61,146,
169,47,
187,157,
168,136,
119,130,
118,55,
26,94,
102,98,
88,62,
135,12,
100,117,
65,117,
11,130,
40,117,
200,96,
27,69,
119,81,
50,152,
107,176,
0,64,
45,200,
105,116,
8,147,
103,170,
18,123,
21,163,
125,1,
98,155,
47,9,
124,148,
70,148,
105,19,
95,167,
28,57,
48,80,
83,167,
82,80,
8,148,
32,180,
160,84,
60,23,
168,162,
137,16,
143,69,
52,189,
14,127,
128,98,
72,140,
2,114,
199,78,
54,117,
28,199,
76,200,
77,73,
76,126,
4,60,
175,4,
88,103,
137,102,
105,29,
155,53,
47,62,
20,57,
119,134,
45,179,
52,155,
108,81,
127,71,
84,57,
191,170,
6,86,
142,111,
57,115,
132,35,
120,71,
102,39,
28,43,
14,49,
2,155,
80,141,
80,1,
31,43,
74,77,
10,27,
67,184,
4,184,
52,145,
5,156,
100,171,
110,165,
132,106,
91,25,
12,200,
137,88,
83,33,
180,96,
95,125,
59,134,
16,62,
40,118,
99,143,
9,67,
71,32,
137,68,
96,77,
17,193,
102,66,
55,114,
14,12,
98,114,
98,82,
61,18,
27,194,
156,107,
43,78,
96,130,
117,137,
3,179,
8,99,
98,133,
50,34,
79,36,
84,140,
170,21,
74,0,
80,105,
76,119,
111,125,
70,152,
12,139,
142,19,
121,57,
130,17,
10,82,
10,51,
142,163,
47,72,
135,121,
70,44,
125,129,
96,35,
10,133,
100,134,
125,180,
40,13,
4,43,
83,14,
105,142,
107,106,
18,125,
160,76,
83,202,
80,27,
170,61,
64,66,
82,25,
165,62,
38,170,
94,57,
155,106,
77,23,
86,12,
72,49,
52,60,
63,154,
74,26,
121,4,
24,77,
173,73,
111,161,
139,10,
67,127,
21,19,
72,93,
133,61,
61,35,
203,206,
53,26,
110,118,
33,124,
168,14,
136,185,
30,126,
96,141,
12,77,
36,55,
33,69,
175,15,
99,117,
135,30,
99,7,
162,14,
91,41,
161,200,
22,127,
133,72,
60,159,
9,95,
15,176,
112,24,
82,202,
107,76,
77,114,
149,118,
1,52,
10,54,
100,23,
50,71,
155,3,
17,140,
77,124,
47,132,
28,164,
163,54,
145,111,
52,97,
63,86,
71,151,
170,107,
130,175,
170,48,
169,122,
186,106,
15,67,
143,16,
47,61,
124,96,
75,115,
21,175,
134,32,
145,200,
33,64,
124,102,
108,47,
55,13,
38,167,
156,132,
102,88,
32,133,
103,195,
137,11,
162,128,
64,34,
114,200,
115,64,
155,136,
66,115,
180,123,
148,61,
52,170,
78,6,
32,147,
61,96,
3,182,
22,97,
31,173,
67,15,
170,104,
74,115,
74,2,
180,10,
98,85,
124,140,
183,208,
18,65,
84,83,
143,88,
36,21,
73,110,
148,180,
52,91,
34,58,
148,156,
155,200,
140,108,
160,136,
117,120,
50,53,
29,90,
49,141,
51,82,
69,25,
159,19,
72,136,
97,63,
73,31,
10,0,
131,127,
160,50,
12,192,
145,107,
180,73,
25,39,
59,118,
17,100,
45,194,
80,122,
34,200,
6,84,
163,66,
118,3,
7,99,
90,2,
69,129,
44,39,
8,116,
102,90,
128,100,
36,96,
50,136,
124,10,
155,203,
102,184,
12,98,
19,25,
88,161,
62,149,
73,57,
69,194,
119,16,
136,59,
45,94,
63,43,
65,55,
98,154,
171,181,
48,110,
114,44,
169,67,
61,17,
102,122,
112,188,
76,93,
27,160,
36,150,
12,33,
166,8,
180,146,
28,11,
68,181,
137,23,
134,103,
80,16,
120,163,
128,4,
8,15,
142,29,
66,104,
160,22,
85,110,
59,139,
3,208,
91,130,
103,74,
156,48,
136,8,
185,112,
147,150,
28,175,
176,150,
157,95,
21,130,
74,140,
26,80,
102,22,
114,7,
14,170,
17,168,
33,62,
145,117,
94,102,
191,155,
136,161,
33,3,
93,33,
39,195,
77,89,
145,90,
71,170,
100,201,
160,62,
57,84,
180,76,
33,77,
5,90,
1,86,
66,75,
180,170,
86,1,
28,35,
61,159,
12,46,
3,196,
120,52,
29,26,
80,182,
180,4,
124,2,
93,184,
119,95,
91,139,
111,25,
166,46,
27,43,
146,34,
17,161,
77,180,
145,63,
23,65,
5,176,
162,63,
76,33,
12,129,
22,75,
43,76,
69,99,
14,76,
143,73,
76,118,
102,163,
61,39,
5,194,
63,30,
14,190,
142,1,
57,121,
18,86,
68,208,
12,57,
15,10,
180,97,
102,50,
31,53,
108,193,
10,163,
11,48,
23,8,
127,95,
175,180,
12,133,
161,117,
98,9,
9,134,
43,180,
112,61,
52,118,
85,73,
17,156,
75,102,
98,142,
45,143,
19,5,
157,67,
118,56,
141,100,
140,117,
17,59,
140,47,
116,157,
21,12,
141,160,
90,160,
147,45,
95,117,
179,98,
105,39,
27,49,
57,103,
113,25,
143,6,
96,156,
131,141,
180,60,
102,62,
28,200,
77,80,
107,122,
82,136,
86,63,
169,39,
70,117,
22,118,
14,20,
88,6,
157,118,
105,135,
95,37,
169,2,
100,174,
145,185,
17,12,
29,115,
96,45,
95,91,
21,108,
140,30,
145,165,
127,140,
31,1,
10,55,
102,110,
129,53,
120,47,
128,77,
91,3,
4,94,
65,139,
107,37,
61,202,
60,73,
3,59,
135,108,
30,130,
34,133,
180,139,
96,82,
113,17,
140,203,
16,201,
8,27,
48,146,
57,163,
99,129,
0,155,
16,184,
86,174,
96,153,
27,179,
59,15,
4,11,
10,63,
180,122,
113,180,
113,49,
60,72,
7,93,
98,102,
82,22,
62,118,
31,118,
82,125,
14,107,
151,24,
175,88,
127,117,
66,138,
18,61,
15,82,
107,108,
26,194,
4,198,
145,138,
147,140,
12,108,
156,138,
6,47,
27,154,
72,113,
187,143,
22,90,
88,64,
185,163,
89,90,
61,6,
126,20,
83,53,
145,124,
186,108,
179,180,
169,175,
3,209,
43,1,
26,57,
119,179,
165,65,
118,108,
17,130,
99,124,
65,170,
162,129,
145,21,
66,77,
19,130,
85,84,
154,168,
120,29,
161,36,
103,78,
162,131,
173,8,
25,24,
137,117,
29,28,
31,34,
122,48,
61,10,
20,130,
36,91,
103,11,
65,44,
48,126,
2,110,
27,146,
83,41,
91,99,
160,66,
102,17,
88,132,
127,84,
83,200,
86,180,
23,129,
170,33,
60,53,
198,15,
140,104,
50,54,
175,17,
27,100,
8,113,
83,63,
94,43,
143,132,
23,156,
102,49,
107,43,
156,57,
50,156,
74,139,
45,24,
59,129,
112,79,
156,83,
169,97,
102,80,
21,129,
3,194,
44,53,
99,22,
117,182,
120,129,
169,109,
15,52,
12,67,
49,10,
10,62,
170,139,
59,143,
16,204,
162,184,
119,45,
111,78,
81,20,
62,170,
113,200,
108,18,
104,4,
88,43,
20,39,
140,48,
3,57,
160,63,
77,37,
180,137,
12,20,
45,53,
23,53,
103,16,
5,80,
14,25,
157,18,
33,52,
30,90,
111,65,
33,55,
71,130,
145,140,
167,16,
16,61,
91,5,
145,78,
32,107,
61,186,
67,88,
22,101,
132,126,
84,162,
8,95,
88,79,
67,93,
64,43,
24,176,
25,41,
29,152,
84,113,
22,106,
140,60,
95,100,
122,98,
94,59,
16,168,
111,186,
61,120,
75,203,
111,64,
59,184,
123,38,
20,16,
90,43,
39,96,
103,0,
108,33,
162,43,
107,167,
61,25,
143,38,
142,21,
67,146,
5,57,
75,28,
57,168,
113,97,
168,76,
10,23,
198,122,
47,133,
99,36,
33,0,
75,64,
6,5,
22,82,
1,147,
119,100,
88,59,
75,85,
24,180,
71,191,
109,18,
129,71,
39,30,
132,122,
102,130,
23,43,
59,160,
113,99,
8,2,
25,67,
37,9,
128,36,
168,16,
107,10,
36,121,
99,8,
74,70,
23,195,
149,55,
185,61,
45,68,
197,46,
141,33,
128,8,
175,130,
165,137,
135,25,
108,8,
148,71,
76,94,
8,165,
43,8,
72,62,
24,41,
2,128,
11,30,
88,23,
15,6,
89,155,
61,41,
60,166,
86,43,
68,203,
22,34,
180,15,
81,156,
41,173,
52,152,
167,156,
77,49,
107,71,
16,50,
88,1,
20,30,
118,98,
104,161,
110,99,
68,110,
169,86,
59,163,
93,53,
135,131,
4,128,
9,86,
169,53,
66,192,
1,107,
124,41,
145,0,
59,148,
100,163,
105,92,
151,115,
41,49,
69,11,
152,190,
36,103,
120,140,
18,34,
57,35,
28,132,
84,138,
191,36,
67,73,
45,16,
148,200,
141,180,
21,157,
72,189,
139,81,
59,7,
80,58,
162,130,
173,163,
135,97,
77,115,
135,7,
153,4,
52,147,
55,80,
180,103,
27,96,
168,139,
137,199,
180,30,
175,99,
82,75,
113,108,
93,82,
124,157,
35,39,
103,73,
128,1,
28,16,
60,71,
161,106,
15,99,
162,66,
100,22,
69,1,
12,99,
198,72,
117,184,
83,185,
57,12,
159,142,
77,151,
141,199,
34,59,
29,138,
113,93,
100,165,
182,54,
117,4,
156,84,
10,125,
29,17,
22,134,
142,160,
116,30,
131,4,
133,179,
71,109,
52,34,
141,167,
25,118,
128,95,
81,1,
154,37,
91,180,
156,110,
12,7,
83,100,
52,44,
104,66,
169,125,
3,145,
180,104,
120,0,
17,49,
113,29,
113,98,
134,148,
118,61,
134,167,
59,146,
77,112,
156,20,
71,47,
10,121,
133,136,
109,39,
168,71,
74,14,
62,160,
42,1,
120,66,
111,117,
53,74,
62,71,
14,1,
53,197,
14,78,
51,43,
147,130,
166,107,
110,82,
125,93,
85,152,
122,82,
10,186,
66,76,
96,146,
159,39,
85,7,
100,97,
76,189,
30,170,
145,113,
102,108,
5,83,
25,19,
82,197,
119,64,
153,102,
145,201,
72,22,
161,35,
171,190,
113,139,
94,156,
57,199,
105,148,
100,9,
175,108,
119,156,
99,17,
179,188,
67,96,
169,193,
10,76,
149,64,
33,54,
63,41,
155,1,
14,118,
96,76,
180,20,
62,136,
117,47,
156,35,
17,84,
140,0,
32,134,
1,143,
7,57,
166,3,
17,83,
21,15,
129,102,
133,71,
55,110,
162,119,
15,34,
15,93,
64,168,
27,186,
66,35,
65,192,
21,131,
101,1,
36,43,
169,1,
151,0,
155,9,
122,59,
23,189,
184,58,
91,11,
143,175,
119,31,
61,160,
103,36,
32,86,
139,126,
75,122,
40,86,
75,127,
122,84,
25,113,
180,53,
66,175,
124,143,
83,99,
155,132,
130,66,
64,171,
74,194,
105,79,
57,148,
82,200,
15,195,
32,82,
23,194,
82,57,
39,106,
16,186,
27,133,
36,104,
30,136,
31,156,
56,139,
143,170,
98,151,
140,16,
25,74,
116,43,
36,97,
27,82,
33,74,
9,131,
175,155,
19,16,
9,159,
71,203,
146,136,
156,98,
102,83,
22,187,
59,10,
162,31,
168,97,
60,74,
75,129,
114,76,
141,77,
135,118,
132,163,
60,52,
16,183,
120,10,
81,71,
104,8,
76,82,
60,69,
96,180,
30,33,
55,41,
25,65,
169,12,
135,75,
168,125,
109,96,
159,13,
1,8,
158,209,
100,123,
20,86,
99,12,
173,57,
131,55,
74,118,
29,194,
206,207,
36,49,
36,169,
27,157,
89,19,
173,99,
57,46,
22,108,
64,44,
57,189,
84,54,
61,129,
104,53,
41,170,
140,98,
12,72,
4,126,
152,206,
34,16,
43,156,
175,36,
119,118,
85,90,
77,98,
175,156,
129,21,
82,33,
120,73,
48,33,
170,176,
73,200,
116,59,
159,9,
43,28,
59,4,
105,99,
113,100,
84,99,
16,185,
179,158,
60,21,
17,118,
65,189,
203,152,
53,58,
175,45,
23,54,
160,74,
99,168,
8,121,
99,102,
22,12,
91,123,
138,48,
61,85,
205,182,
71,100,
145,61,
17,176,
150,3,
142,89,
73,75,
18,49,
89,7,
160,8,
72,192,
73,139,
110,6,
18,84,
143,22,
15,168,
140,7,
24,51,
95,1,
145,26,
60,63,
88,38,
4,149,
71,18,
82,166,
69,96,
25,109,
15,131,
131,122,
180,115,
100,111,
117,163,
36,83,
16,155,
114,156,
88,170,
140,78,
119,8,
14,27,
175,153,
82,150,
0,24,
107,170,
4,119,
52,12,
98,193,
179,27,
134,4,
22,200,
23,165,
157,60,
77,69,
24,195,
155,105,
28,125,
118,59,
107,60,
105,5,
32,102,
180,102,
148,195,
36,90,
53,150,
71,60,
45,88,
88,81,
143,163,
141,139,
167,2,
20,55,
13,99,
18,7,
10,75,
12,90,
85,184,
55,155,
157,114,
33,45,
20,80,
14,21,
98,170,
104,148,
45,32,
138,58,
43,11,
88,83,
9,63,
88,193,
77,64,
141,194,
4,83,
175,29,
19,11,
112,152,
159,140,
143,116,
19,24,
28,91,
109,130,
91,93,
76,167,
128,142,
31,166,
102,190,
6,148,
116,146,
60,88,
148,168,
94,106,
80,53,
52,63,
128,106,
60,140,
36,63,
18,151,
67,1,
30,2,
21,50,
192,190,
88,84,
95,123,
145,95,
24,203,
57,100,
159,170,
47,108,
61,44,
98,172,
7,8,
5,22,
107,117,
31,13,
122,139,
124,78,
170,155,
198,124,
35,53,
109,30,
74,52,
132,143,
111,57,
83,134,
113,153,
130,90,
32,85,
60,102,
75,117,
114,124,
105,18,
105,66,
157,127,
23,119,
176,139,
80,199,
145,161,
16,54,
74,145,
102,16,
127,135,
166,41,
120,111,
66,55,
75,133,
130,16,
0,77,
147,81,
2,71,
107,87,
175,79,
143,74,
39,126,
170,89,
17,149,
145,155,
76,139,
72,43,
89,99,
82,93,
88,142,
76,45,
133,17,
94,36,
134,55,
105,146,
83,47,
77,18,
124,1,
60,19,
166,210,
173,67,
119,82,
27,11,
43,6,
134,122,
156,65,
99,113,
129,117,
4,20,
147,84,
102,20,
3,15,
8,131,
161,66,
118,159,
90,171,
168,64,
63,98,
62,89,
124,189,
71,39,
179,122,
105,134,
186,16,
60,117,
109,85,
73,83,
81,121,
108,98,
93,102,
72,146,
185,7,
159,90,
62,21,
27,111,
105,120,
145,7,
27,94,
54,96,
97,55,
197,206,
135,16,
108,113,
84,17,
124,30,
108,1,
16,37,
143,0,
41,104,
77,9,
61,130,
130,193,
77,175,
41,156,
1,81,
159,36,
77,134,
100,81,
90,94,
132,102,
98,100,
100,133,
127,53,
12,126,
31,7,
53,186,
192,117,
168,12,
60,25,
9,166,
76,6,
118,91,
82,114,
33,7,
95,11,
95,35,
38,161,
200,17,
61,9,
70,161,
15,114,
14,173,
145,20,
100,90,
80,129,
110,9,
105,48,
116,118,
36,201,
101,64,
118,175,
40,32,
124,50,
66,30,
110,148,
8,6,
53,136,
6,79,
16,2,
48,102,
110,138,
155,181,
124,163,
77,169,
81,130,
107,100,
136,122,
141,76,
66,45,
38,33,
16,69,
2,40,
21,118,
7,41,
180,91,
168,100,
86,82,
166,139,
47,86,
104,110,
12,2,
135,123,
31,16,
159,127,
169,170,
168,128,
113,151,
114,53,
36,156,
91,53,
122,5,
0,36,
105,104,
69,76,
6,156,
117,17,
94,17,
162,135,
48,10,
180,67,
14,0,
124,43,
75,50,
28,47,
61,107,
11,143,
86,118,
167,154,
168,22,
39,127,
199,39,
28,80,
142,20,
45,79,
21,49,
72,132,
141,102,
52,121,
75,93,
91,8,
190,181,
98,40,
52,14,
52,43,
64,93,
107,80,
54,43,
159,59,
41,1,
117,109,
166,185,
36,87,
80,10,
185,34,
107,21,
29,110,
199,54,
28,72,
52,160,
108,79,
36,149,
105,32,
1,85,
45,86,
8,130,
40,170,
23,132,
7,94,
96,99,
23,82,
3,88,
25,186,
3,184,
83,50,
96,115,
170,55,
123,16,
126,130,
98,92,
155,34,
23,133,
168,69,
83,9,
81,51,
124,184,
193,194,
180,23,
33,111,
175,139,
59,82,
111,8,
122,72,
114,43,
28,124,
142,83,
92,20,
119,36,
18,90,
61,98,
45,60,
